原文: 第一章  燃烧  positive_prob: 0.551491  confidence: 0.003314  negative_prob: 0.448509  sentiment: 2.000000  
 原文:     “什么？你想到什么了吗？”  positive_prob: 0.134380  confidence: 0.701377  negative_prob: 0.865620  sentiment: 0.000000  
 原文:     “不是，即使现在告诉你也无济于事，还不如我们去咖啡店坐坐呢，一边喝咖啡，我也好一边慢慢地理一下头绪。”  positive_prob: 0.133732  confidence: 0.702818  negative_prob: 0.866268  sentiment: 0.000000  
 原文:     “好啊，好啊，一切听从你的吩咐就是了。”草薙一边掏口袋里的钥匙，一边向跑车走去。  positive_prob: 0.750702  confidence: 0.446004  negative_prob: 0.249298  sentiment: 2.000000  
 原文:     坐进车里之后，汤川开口说道：“在去咖啡店之前，你能开车在这附近慢慢转转吗？我想看一下街道的样子。”  positive_prob: 0.408676  confidence: 0.091832  negative_prob: 0.591324  sentiment: 0.000000  
 原文:     “啊？街道的样子有什么参考价值吗？”  positive_prob: 0.207557  confidence: 0.538761  negative_prob: 0.792443  sentiment: 0.000000  
 原文:     “有可能啊！”  positive_prob: 0.442678  confidence: 0.016270  negative_prob: 0.557322  sentiment: 0.000000  
 原文:     “是嘛。”草薙模棱两可地点了点头，发动了汽车，然后按照汤川所说的那样慢速行驶。这哩只有些民房和小商店，完全是一条毫无特色的马路。  positive_prob: 0.082576  confidence: 0.816498  negative_prob: 0.917424  sentiment: 0.000000  
 原文:     “假如这个案件是某人故意所为的话，”坐在副驾驶位置上的汤川说，“那他的目的到底是什么呢？谋杀吗？”  positive_prob: 0.113234  confidence: 0.748370  negative_prob: 0.886766  sentiment: 0.000000  
 原文:     “现在还没有考虑这个问题的必要，不管怎样，事实上已经死了一个人。”  positive_prob: 0.092621  confidence: 0.794175  negative_prob: 0.907379  sentiment: 0.000000  
 原文:     “是针对那个山下良介的谋杀吗？”  positive_prob: 0.306616  confidence: 0.318630  negative_prob: 0.693384  sentiment: 0.000000  
 原文:     “不知道是否针对他，也可能是针对他们全体的，但是只有山下他一个人死了。”  positive_prob: 0.120527  confidence: 0.732163  negative_prob: 0.879474  sentiment: 0.000000  
 原文:     “那些家伙总是在那里集合吗？”  positive_prob: 0.273696  confidence: 0.391787  negative_prob: 0.726304  sentiment: 0.000000  
 原文:     “关关这一点还有几个证人。据说这些家伙在每个周四、周五、周六的晚上一定都会在那里聚集。”说完这话，草薙觉得称这些证人是“受害者”或许更恰当些。  positive_prob: 0.585914  confidence: 0.079809  negative_prob: 0.414086  sentiment: 2.000000  
 原文:     根据草薙对附近居民的询问，了解到他们对这些家伙的评价极差。这里的车流量很小，本来很安静，可是自从选些年轻人找到这个地方之后，这份安宁就没有了。即便到了深夜，他们也依旧我行我素地骑着摩托车轰来跑去，大声喧哗。最过分的是，有时候他们居然扔了满地垃圾就一走了之。  positive_prob: 0.086513  confidence: 0.807748  negative_prob: 0.913487  sentiment: 0.000000  
 原文:     这种旁若无人的扰民举动自然令人反感，要是有谁想惩罚下他们，制造了这样的事故，从情理上说也是可能的。  positive_prob: 0.279492  confidence: 0.378908  negative_prob: 0.720508  sentiment: 0.000000  
 原文:     如果这次发生的案件确属犯罪，那它的真相究竟是怎样的呢？草薙依旧找不到什么眉目。  positive_prob: 0.110693  confidence: 0.754016  negative_prob: 0.889307  sentiment: 0.000000  
 原文:     他一边琢磨着，一边转动着方向盘，大约过了一个区的距离，就驶进了一条窄小的街道。继续向前，他在一个小的拐角处拐了个弯。道路两边的风景并没有什么变化，还是一些小平房和公寓立在道路的两侧。过了一会儿，终于有了个较大一点的建筑，看起来好像是街道工厂。它附近有好几家承包或再承包大企业工程的工厂。  positive_prob: 0.529306  confidence: 0.413889  negative_prob: 0.470694  sentiment: 1.000000  
 原文:     不一会儿，草薙就开着车返回了最开始的地方。  positive_prob: 0.537756  confidence: 0.244881  negative_prob: 0.462244  sentiment: 1.000000  
 原文:     “事故发生那天是星期五吧？”汤川问道。  positive_prob: 0.348095  confidence: 0.226456  negative_prob: 0.651905  sentiment: 0.000000  
 原文:     “嗯。还想看看其他地方吗？”他问汤川。  positive_prob: 0.248417  confidence: 0.447963  negative_prob: 0.751583  sentiment: 0.000000  
 原文:     “不用了，去喝咖啡吧！”  positive_prob: 0.577528  confidence: 0.061173  negative_prob: 0.422472  sentiment: 2.000000  
 原文:     “领旨。”  positive_prob: 0.416493  confidence: 0.074459  negative_prob: 0.583507  sentiment: 0.000000  
 原文:     正当他们从事故现场开始径直向南行驶时，视线里突然出现了一个小女孩。她就是在事故发生当晚跌倒在路边，被草薙抱起来的那个小女孩，还穿着那天的那件红色运动衫，并且也和那天一样，还是一直昂着头盯着上面看。  positive_prob: 0.139989  confidence: 0.688914  negative_prob: 0.860011  sentiment: 0.000000  
 原文:     “你这孩子……还这样的话，小心会摔倒的哦！”草薙在经过她旁边的时候喊道。  positive_prob: 0.068267  confidence: 0.848294  negative_prob: 0.931732  sentiment: 0.000000  
 原文:     “你认识这个孩子？”汤川语气生硬地问道。草薙想起汤川这个人以前就特别讨厌小孩子。  positive_prob: 0.068180  confidence: 0.848488  negative_prob: 0.931820  sentiment: 0.000000  
 原文:     “不算认识，只是在事故发生当晚，她跌倒了，然后我把她抱起来了。”  positive_prob: 0.364396  confidence: 0.190230  negative_prob: 0.635604  sentiment: 0.000000  
 原文:     “噢！这么回事啊。”  positive_prob: 0.408545  confidence: 0.092122  negative_prob: 0.591455  sentiment: 0.000000  
 原文:     “你还是一如既往地讨厌小孩子啊。”草薙瞅了他一眼说道。  positive_prob: 0.420206  confidence: 0.066208  negative_prob: 0.579794  sentiment: 0.000000  
 原文:     “小孩子太缺乏逻辑性了，”汤川说，“和缺乏逻辑性的人打变道在精神上会很累的。”  positive_prob: 0.041002  confidence: 0.908885  negative_prob: 0.958998  sentiment: 0.000000  
 原文:     “你要是这么说的话还怎么和女人交往呢？”  positive_prob: 0.125291  confidence: 0.721575  negative_prob: 0.874709  sentiment: 0.000000  
 原文:     “很多女人也很有逻辑性的啊。至少也存在着同样多的没有逻辑性的男人。”  positive_prob: 0.416157  confidence: 0.075207  negative_prob: 0.583843  sentiment: 0.000000  
 原文:     草薙苦笑了一下，他固执的性格还是和学生时代一样啊。  positive_prob: 0.468615  confidence: 0.372306  negative_prob: 0.531385  sentiment: 1.000000  
 原文:     “刚才那个孩子好像在寻找什么东西，”汤川问，“是气球吗？”  positive_prob: 0.142209  confidence: 0.683979  negative_prob: 0.857791  sentiment: 0.000000  
 原文:     “那孩子，上次也是像那样的抬着头看，然后就摔倒了。”  positive_prob: 0.399015  confidence: 0.113300  negative_prob: 0.600985  sentiment: 0.000000  
 原文:     “哎呀！”  positive_prob: 0.495233  confidence: 0.904652  negative_prob: 0.504767  sentiment: 1.000000  
 原文:     “大概……”草薙回想起了那晚的情形说，“她说有什么红线。”  positive_prob: 0.212917  confidence: 0.526852  negative_prob: 0.787083  sentiment: 0.000000  
 原文:     “啊？”  positive_prob: 0.391731  confidence: 0.129486  negative_prob: 0.608269  sentiment: 0.000000  
 原文:     “她一会儿说能看到红线，一会儿又说看不到什么。当时我没能明白这是怎么回事。”  positive_prob: 0.030973  confidence: 0.931172  negative_prob: 0.969027  sentiment: 0.000000  
 原文:     就在这时。汤川一把拉住刹车手柄，由于车速突然下降，车体剧烈地左右摇晃起来。  positive_prob: 0.155561  confidence: 0.654308  negative_prob: 0.844439  sentiment: 0.000000  
 原文:     草薙慌忙踩了刹车，停下后惊讶地问，“你要干什么？”  positive_prob: 0.116209  confidence: 0.741757  negative_prob: 0.883791  sentiment: 0.000000  
 原文:     “赶快返回去。”  positive_prob: 0.407664  confidence: 0.094080  negative_prob: 0.592336  sentiment: 0.000000  
 原文:     “啊？”  positive_prob: 0.391731  confidence: 0.129486  negative_prob: 0.608269  sentiment: 0.000000  
 原文:     “原路返回，快！回到刚才孩子那儿！”  positive_prob: 0.699119  confidence: 0.331376  negative_prob: 0.300881  sentiment: 2.000000  
 原文:     “孩子那儿？为什么？”  positive_prob: 0.237442  confidence: 0.472351  negative_prob: 0.762558  sentiment: 0.000000  
 原文:     汤川用力地摇着头：“现在没有时间给你解释，即使和你解释了，你也无法理解，无论如何还是先返回去吧！”  positive_prob: 0.032527  confidence: 0.927719  negative_prob: 0.967473  sentiment: 0.000000  
 原文:     汤川的语气里根本就没有给草薙留下考虑的余地。草薙在松开刹车踏板的同时转动了方向盘。返回到原地的时候，所幸那个小女孩还在，她还是像刚才一样在向上搜寻着什么东西。  positive_prob: 0.015279  confidence: 0.966046  negative_prob: 0.984721  sentiment: 0.000000  
 原文:     “问问那孩子。”汤川说。  positive_prob: 0.443767  confidence: 0.013852  negative_prob: 0.556233  sentiment: 0.000000  
 原文:     “问什么？”  positive_prob: 0.222776  confidence: 0.504943  negative_prob: 0.777224  sentiment: 0.000000  
 原文:     “当然是关于红线的事情啦！”  positive_prob: 0.660598  confidence: 0.245773  negative_prob: 0.339402  sentiment: 2.000000  
 原文:     草薙回头看了看他的脸，其实他之前根本没有打算和汤川说这些离奇的话。  positive_prob: 0.076046  confidence: 0.831009  negative_prob: 0.923954  sentiment: 0.000000  
 原文:     停下车，草薙向女孩的身边走去，汤川跟在了后面。  positive_prob: 0.262153  confidence: 0.417437  negative_prob: 0.737847  sentiment: 0.000000  
 原文:     “下午好。”草薙向女孩打招呼，“膝盖的伤已经好了吗？”  positive_prob: 0.236343  confidence: 0.474794  negative_prob: 0.763657  sentiment: 0.000000  
 原文:     起初女孩的表情充满了警惕，但是看起来她似乎并没有忘记草薙的模样，表情又渐渐缓和起来，轻轻点了点头。  positive_prob: 0.373887  confidence: 0.169139  negative_prob: 0.626113  sentiment: 0.000000  
 原文:     “你在看什么呢？上次也是这么朝天空看。”草薙一边说一边也朝天上望。  positive_prob: 0.376627  confidence: 0.163052  negative_prob: 0.623373  sentiment: 0.000000  
 原文:     “才不是呢！就在那儿。”虽然女孩指着上面，但是草薙还是不清楚女孩所说的那儿到底是哪儿。  positive_prob: 0.044328  confidence: 0.901492  negative_prob: 0.955671  sentiment: 0.000000  
 原文:     “能看到什么？”草薙又一次问女孩。  positive_prob: 0.316419  confidence: 0.296847  negative_prob: 0.683581  sentiment: 0.000000  
 原文:     “哦，能看到根红线。’“红线？”似乎并没有听错。草薙仔细地盯着女孩所指的方向，却什么也没有看到。  positive_prob: 0.061867  confidence: 0.862517  negative_prob: 0.938132  sentiment: 0.000000  
 原文:     “看不到啊！”  positive_prob: 0.303648  confidence: 0.325226  negative_prob: 0.696352  sentiment: 0.000000  
 原文:     “嗯，是看不见了。”女孩遗憾地说，“之前是可以看见的。”  positive_prob: 0.496528  confidence: 0.930550  negative_prob: 0.503473  sentiment: 1.000000  
 原文:     “之前？”  positive_prob: 0.338954  confidence: 0.246770  negative_prob: 0.661046  sentiment: 0.000000  
 原文:     “嗯，发生火灾的那一天。”  positive_prob: 0.507346  confidence: 0.853079  negative_prob: 0.492654  sentiment: 1.000000  
 原文:     “火灾那天！”  positive_prob: 0.452690  confidence: 0.053801  negative_prob: 0.547310  sentiment: 1.000000  
 原文:     草薙看了眼汤川，他正皱着眉头端详着女孩。草薙真想告诉他用这种表情盯着小孩看会把孩子吓坏的。  positive_prob: 0.197415  confidence: 0.561301  negative_prob: 0.802585  sentiment: 0.000000  
 原文:     这时，正对面房子的门突然打开了，出来的人正好是上次他碰到的女孩的母亲。看到有陌生人在和自己的女儿聊天，她感到很惊讶。  positive_prob: 0.922344  confidence: 0.827431  negative_prob: 0.077656  sentiment: 2.000000  
 原文:     “你好！”草薙打了声招呼，“看起来你女儿的膝盖已经没什么事了。”  positive_prob: 0.076412  confidence: 0.830196  negative_prob: 0.923588  sentiment: 0.000000  
 原文:     这句话好像唤醒了女孩母亲的记忆，瞬间她的脸上浮现出和蔼的笑容。  positive_prob: 0.819612  confidence: 0.599138  negative_prob: 0.180388  sentiment: 2.000000  
 原文:     “啊，上次真的要谢谢你呢！”然后她礼貌地低下头致意，“那，这孩子刚才是在……”  positive_prob: 0.276086  confidence: 0.386475  negative_prob: 0.723914  sentiment: 0.000000  
 原文:     “我刚才是想向她打听点有趣的事，上次她说她看到红线的那件事。”  positive_prob: 0.477504  confidence: 0.550074  negative_prob: 0.522496  sentiment: 1.000000  
 原文:     “啊？！”母亲表情很尴尬地说，“她总说些莫名其妙的话，怎么可能看到那种东西呢？”  positive_prob: 0.091374  confidence: 0.796946  negative_prob: 0.908626  sentiment: 0.000000  
 原文:     “是怎么回事呢？”  positive_prob: 0.279184  confidence: 0.379591  negative_prob: 0.720816  sentiment: 0.000000  
 原文:     “真是件无聊的事。上周……呀，那是周几来着？”  positive_prob: 0.217800  confidence: 0.516000  negative_prob: 0.782200  sentiment: 0.000000  
 原文:     “是周五吧！”草薙说，“据你女儿说是在发生火灾的那个晚上。火灾那天是星期五。”  positive_prob: 0.296942  confidence: 0.340129  negative_prob: 0.703058  sentiment: 0.000000  
 原文:     “啊，这样啊。嗯，对，的确是在那天。大约在晚上11点多的时候，这孩子突然急忙向外面跑出去，说是看到了什么红线。”  positive_prob: 0.648111  confidence: 0.218024  negative_prob: 0.351889  sentiment: 2.000000  
 原文:     “对啊，我从二楼的窗户向外看就看到了。”女孩在旁边说，“然后我就跑出去看，真的是有。”  positive_prob: 0.351610  confidence: 0.218644  negative_prob: 0.648390  sentiment: 0.000000  
 原文:     “你看见那线是在哪个方向？”  positive_prob: 0.166437  confidence: 0.630140  negative_prob: 0.833563  sentiment: 0.000000  
 原文:     “嗯，太概就在那位叔叔头部的位置。”女孩指着汤川的头说。  positive_prob: 0.197862  confidence: 0.560307  negative_prob: 0.802138  sentiment: 0.000000  
 原文:     汤川很不高兴地微微皱了下眉头。  positive_prob: 0.325672  confidence: 0.276284  negative_prob: 0.674328  sentiment: 0.000000  
 原文:     “那条红线是什么样子的呢？”草蘼问道，“一直延伸着，笔直笔直的。”  positive_prob: 0.260898  confidence: 0.420226  negative_prob: 0.739102  sentiment: 0.000000  
 原文:     “笔直？”  positive_prob: 0.350053  confidence: 0.222106  negative_prob: 0.649948  sentiment: 0.000000  
 原文:     “她的意思是说，沿着马路的方向笔直地延展下去。”母亲替她女儿解释道。  positive_prob: 0.385004  confidence: 0.144435  negative_prob: 0.614996  sentiment: 0.000000  
 原文:     “那您也看见了吗？”  positive_prob: 0.238039  confidence: 0.471025  negative_prob: 0.761961  sentiment: 0.000000  
 原文:     母亲摇了摇头。  positive_prob: 0.412921  confidence: 0.082397  negative_prob: 0.587079  sentiment: 0.000000  
 原文:     “听女儿这么一说，我也跟着出去看了，但是什么也没有看到。”  positive_prob: 0.437997  confidence: 0.026673  negative_prob: 0.562003  sentiment: 0.000000  
 原文:     “不是啊，有嘛！”女孩的声音激动起来，“妈妈来的时候，还正好能够看见的嘛！”  positive_prob: 0.594823  confidence: 0.099607  negative_prob: 0.405177  sentiment: 2.000000  
 原文:     “但是妈妈的确没有看到啊。”  positive_prob: 0.374233  confidence: 0.168371  negative_prob: 0.625767  sentiment: 0.000000  
 原文:     “我告诉你就在那儿啊，你却一直说看不见，然后就真的看不见了。”  positive_prob: 0.108582  confidence: 0.758707  negative_prob: 0.891418  sentiment: 0.000000  
 原文:     汤川此时来到草薙的身后，在他耳畔低语道，“那真的是条线吗？”看得出来，他还是讨厌亲口问小孩子问题。  positive_prob: 0.193077  confidence: 0.570940  negative_prob: 0.806923  sentiment: 0.000000  
 原文:     “那真是一条线吗？”草薙问女孩。  positive_prob: 0.162191  confidence: 0.639576  negative_prob: 0.837809  sentiment: 0.000000  
 原文:     “我不知道，但是特别细，笔直笔直的。”  positive_prob: 0.467267  confidence: 0.345347  negative_prob: 0.532733  sentiment: 1.000000  
 原文:     汤川又低语道：“你摸到了吗？”  positive_prob: 0.326021  confidence: 0.275509  negative_prob: 0.673979  sentiment: 0.000000  
 原文:     “你摸到了吗？”  positive_prob: 0.216545  confidence: 0.518788  negative_prob: 0.783455  sentiment: 0.000000  
 原文:     “没有，我够不着啊！”  positive_prob: 0.280294  confidence: 0.377124  negative_prob: 0.719706  sentiment: 0.000000  
 原文:     草薙回头看了眼汤川，好像在征询他是否还有别的问题。  positive_prob: 0.242764  confidence: 0.460524  negative_prob: 0.757236  sentiment: 0.000000  
 原文:     “在这附近，还有其他人看见了吗？”汤川小声说道。  positive_prob: 0.277188  confidence: 0.384026  negative_prob: 0.722812  sentiment: 0.000000  
 原文:     草薙转身向母女俩询问了这个问题。  positive_prob: 0.224320  confidence: 0.501511  negative_prob: 0.775680  sentiment: 0.000000  
 原文:     “我没有向邻居确认这件事，连我都没有看到，所以我想这可能是孩子的错觉吧！”  positive_prob: 0.134208  confidence: 0.701759  negative_prob: 0.865792  sentiment: 0.000000  
 原文:     “不是，不是嘛！”女孩都快要哭了似的喊道。  positive_prob: 0.029889  confidence: 0.933579  negative_prob: 0.970110  sentiment: 0.000000  
 原文:     汤川可不想在这里听到小孩子的哭声，所以他拽了一下草薙的衣角。草薙向母女俩告别后离开了现场。真不知道究竟是话题中的哪一点引起了汤川的关注。那条红线究竟是什么？草薙一点儿头绪都没有，总之，他目前要做的就是不要打扰汤川。  positive_prob: 0.011674  confidence: 0.974058  negative_prob: 0.988326  sentiment: 0.000000  
 原文:     草薙的爱车还停在原来的位置，并没有被贴上乱停车的罚单。他掏出了钥匙，打开了驾驶室旁边的车门，但是汤川却没有进车的意思。  positive_prob: 0.093103  confidence: 0.793105  negative_prob: 0.906897  sentiment: 0.000000  
 原文:     “抱歉，你自己先回去吧。”他说，“我想去散步。”  positive_prob: 0.433746  confidence: 0.036121  negative_prob: 0.566254  sentiment: 0.000000  
 原文:     “那我陪你一起去吧，一起走走怎么样？”  positive_prob: 0.244262  confidence: 0.457196  negative_prob: 0.755738  sentiment: 0.000000  
 原文:     “这样啊，不，我想一个人走走。”汤川直截了当地说。草薙在十多年前就知道这个家伙只要这么说，别人再说什么都是徒劳。  positive_prob: 0.171074  confidence: 0.619835  negative_prob: 0.828926  sentiment: 0.000000  
 原文:     “那我等你的消息。”  positive_prob: 0.337001  confidence: 0.251109  negative_prob: 0.662999  sentiment: 0.000000  
 原文:     “嗯。”  positive_prob: 0.483385  confidence: 0.667708  negative_prob: 0.516615  sentiment: 1.000000  
 原文:     草薙钻进了车，启动之后透过后车镜，发现汤川又返回了原路。  positive_prob: 0.423431  confidence: 0.059041  negative_prob: 0.576568  sentiment: 0.000000  
 原文:     “红线，什么红线？”他自言自语着，却丝毫没有任何灵感出现。  positive_prob: 0.341479  confidence: 0.241158  negative_prob: 0.658521  sentiment: 0.000000  
 原文:     5  positive_prob: 0.533895  confidence: 0.322100  negative_prob: 0.466105  sentiment: 1.000000  
 原文:     “……这和等待暴风雨到来的时候一样，首先是等待时的寂静，然后是在气候变迁时，稀薄的空气转化成蒸汽后对土地的压迫感。这种变化先压迫着你的耳朵，你就在等待即将到来的暴风雨的时候悬在了半空中——”  positive_prob: 0.267007  confidence: 0.406650  negative_prob: 0.732993  sentiment: 0.000000  
 原文:     他从书中抬起头来，叹了口气。  positive_prob: 0.644051  confidence: 0.209002  negative_prob: 0.355949  sentiment: 2.000000  
 原文:     还是不能读顺啊，精神也丝毫集中不起来，满脑子都想着其他事情。其实也就只有件事。他站在窗边拉开窗帘，那天晚上所发生的事，那件惨案，再次在他的脑海中浮现。  positive_prob: 0.361781  confidence: 0.196043  negative_prob: 0.638219  sentiment: 0.000000  
 原文:     燃烧，彻底地燃烧——他做梦也没想到会发生那种事，无法相信跟前所发生的一切，然而那却是千真万确的事实。  positive_prob: 0.173502  confidence: 0.614440  negative_prob: 0.826498  sentiment: 0.000000  
 原文:     他闭上了眼睛。自从那天晚上之后，这条街就又恢复了往日的宁静。但是颇具讽刺意味的是，如今的他却受不了这种寂静。每当夜深人静的时候，宛若掉入无底深渊一般的孤单感和恐惧感就会向他袭来。  positive_prob: 0.396923  confidence: 0.117948  negative_prob: 0.603077  sentiment: 0.000000  
 原文:     他忽然回过神来，来到音响旁边，接通了电源，把磁带放入录音机里，按下了播放键。从立体声音响里传来了明快的声音。  positive_prob: 0.449707  confidence: 0.000651  negative_prob: 0.550293  sentiment: 0.000000  
 原文:     “哥哥，你过得好吗？已经收到你邮寄的东西啦。谢谢哥哥给我寄来那么多有意思的小说磁带，多亏了哥哥，我现在也成了一个十足的小说迷啦！你上次寄来的那套《派翠西亚·康威尔的女法医》系列小说真的很恐怖。这次你给我寄来的作品中还有他的小说，我真是特别高兴。不过这也造成了我睡眠不足，倒令我挺苦恼的。哥哥，你千万不要感冒哦，妈妈三天前发烧了，但已经好了，所以你不必担心啦！我呢，身体特别好，只是被他们嘲笑说我吃得太多了，一摸肚子的周围。发现有点长赘肉了。但是，只是一点点哦，没有关系的吧。哥哥什么时候回冢呢？回家的话一定要提前写信告诉我。你工作一定很辛苦吧，要加油哦。我是春子。”  positive_prob: 0.961717  confidence: 0.914927  negative_prob: 0.038283  sentiment: 2.000000  
 原文:     妹妹说话声的背景音乐是她喜欢的女歌手的歌。他一直等到背景音乐结束才关了音响。每当这死寂的黑夜降临，他的眼前就会鲜活地浮现出故乡的景色，牵着妹妹散步时走过的街道，人人都会热情地打招呼的街道，一条条浮现在眼前。  positive_prob: 0.991693  confidence: 0.981540  negative_prob: 0.008307  sentiment: 2.000000  
 原文:     我并不是为了遇到那种事，才离开家乡的啊。他在心里暗自说道。  positive_prob: 0.381365  confidence: 0.152523  negative_prob: 0.618635  sentiment: 0.000000  
 原文:     6  positive_prob: 0.549264  confidence: 0.014716  negative_prob: 0.450736  sentiment: 1.000000  
 原文:     完成了一天的工作，正要关掉总电门开关时，那个男人终于出现了。也不知道他是从哪里进来的，什么时候进来的，所以当他开口说“打扰了”的时候，前岛吓得心脏都快要停止跳动了。  positive_prob: 0.180063  confidence: 0.599861  negative_prob: 0.819937  sentiment: 0.000000  
 原文:     男子站在百叶窗的内侧。他身材颀长，戴着眼镜，有点像细细长长的卡通人物。但仔细打量后就能发现，他的肩膀其实挺宽厚结实的，上衣袖子口中露出了发达的肌肉。  positive_prob: 0.967842  confidence: 0.928538  negative_prob: 0.032158  sentiment: 2.000000  
 原文:     前岛并没有开口询问有什么事，只是用警惕的眼神上下打量着他，然后点头示意一下。男子见状也点了点头。  positive_prob: 0.140422  confidence: 0.687952  negative_prob: 0.859578  sentiment: 0.000000  
 原文:     这是第一次有陌生人来到这间工厂。这是一个包括业主在内也只有三个人的小型街道工厂。今天，因为厂长要和老客户去谈生意，所以早早地就出了门，他那惟一的同事也由于感冒体息了。  positive_prob: 0.483098  confidence: 0.661951  negative_prob: 0.516903  sentiment: 1.000000  
 原文:     我听说你们这里能加工精密的器件，所以有个活儿想拜托你们下。”男子的声音冰冷且毫无感情，让人觉得有些害怕。  positive_prob: 0.031857  confidence: 0.929207  negative_prob: 0.968143  sentiment: 0.000000  
 原文:     怎么办呢？前岛想，如何接待这种直接上门的顾客呢？他一时抓不到头绪了。  positive_prob: 0.101113  confidence: 0.775304  negative_prob: 0.898887  sentiment: 0.000000  
 原文:     由于他一直没有反应，所以那男子也一直站在那里盯着他。他觉得如果自己不做任何回答的话，那人是不会离开的。  positive_prob: 0.164220  confidence: 0.635066  negative_prob: 0.835780  sentiment: 0.000000  
 原文:     前岛没办法只好无奈地掏出了工作日志，在今天的那页里写上“我是哑巴，不会说话”递给那个男人看。但是，那个男子对此却没有任何评价，表情依旧毫无变化地说：“我打算过几天才正式订货。不过之前我想确认一下，你们能否做到我要求的那样。实际上加工的人是你吗？”  positive_prob: 0.026449  confidence: 0.941225  negative_prob: 0.973551  sentiment: 0.000000  
 原文:     前岛边点头边指指自己，然后竖起了两根手指头。  positive_prob: 0.347477  confidence: 0.227829  negative_prob: 0.652523  sentiment: 0.000000  
 原文:     “啊，是说还有一个人？只要你在的话就行啦。那个，我可以看看你们这里的加工设备吗？”  positive_prob: 0.187465  confidence: 0.583411  negative_prob: 0.812535  sentiment: 0.000000  
 原文:     前岛点了点头，因为曾经见到厂长也带顾客参观过这些机器，而且即使看了也不会有什么麻烦。  positive_prob: 0.138349  confidence: 0.692558  negative_prob: 0.861651  sentiment: 0.000000  
 原文:     男子慢慢地走到他旁边的机器旁。  positive_prob: 0.344406  confidence: 0.234654  negative_prob: 0.655594  sentiment: 0.000000  
 原文:     “嗯，两台放电加工机，两台电线切割机，都是M公司产的，大都还贴着国家标准合格证。”  positive_prob: 0.315352  confidence: 0.299218  negative_prob: 0.684648  sentiment: 0.000000  
 原文:     听到他这么一说，前岛赶紧在工作日志本里写了些什么拿到男于的眼前。  positive_prob: 0.378324  confidence: 0.159279  negative_prob: 0.621676  sentiment: 0.000000  
 原文:     男子念了出来：“由于机器已经根老旧了，所以无法进行复杂的加工。”——日志里这么写道。  positive_prob: 0.078328  confidence: 0.825939  negative_prob: 0.921672  sentiment: 0.000000  
 原文:     男子微微一笑，或许是觉得他这种特意拒绝的谦虚劲很可笑。  positive_prob: 0.209485  confidence: 0.534478  negative_prob: 0.790515  sentiment: 0.000000  
 原文:     但是从前岛的角度来讲，事先讲妥这些事情并不是什么坏事，随便接活最终有麻烦的是自己这些实际加工的工人。时田加工站是这家街道工厂的厂名，不言而喻，时田就是厂长的名字。工厂里的全部设备都是时田厂长从他原来所在的重机制造厂廉价购买来的处理品，早已经超过了耐用年限，尽管如此，由于它们还能灵活地加工零群件，所以时田加工站的上上下下都视之为珍宝。  positive_prob: 0.214022  confidence: 0.524396  negative_prob: 0.785978  sentiment: 0.000000  
 原文:     “线是0.4毫米的吗？”男子一边乜斜着正在工作的电缆切割机一边问道。  positive_prob: 0.381032  confidence: 0.153262  negative_prob: 0.618968  sentiment: 0.000000  
 原文:     前岛点了点头，很惊讶于这个男子竟如此懂行。  positive_prob: 0.476561  confidence: 0.531216  negative_prob: 0.523439  sentiment: 1.000000  
 原文:     电线切割机是一种使用电能的弓形锯。电线切割机利用电路中产生的细微放电电流可以将被加工物熔断。因为可以将放电电流集中，所以加工精度能够精确到微米。  positive_prob: 0.692206  confidence: 0.316013  negative_prob: 0.307794  sentiment: 2.000000  
 原文:     “能这样加工吗？可以做到吗？”男子从上衣口袋里捣出一张纸。在那张方格绘图纸上用复杂的曲线绘制出了零件的形状。从关于加工精密度的备注和指示来看，这个男子绝对不是外行。  positive_prob: 0.094563  confidence: 0.789859  negative_prob: 0.905437  sentiment: 0.000000  
 原文:     前岛看着图纸想，这真是个精密的零件啊，特别是棱角部分的加工，要求实在太严格了。为了表达出这个意思，他侧着头用手指了指图纸的那个部位。  positive_prob: 0.158482  confidence: 0.647818  negative_prob: 0.841518  sentiment: 0.000000  
 原文:     “那里的确比较复杂，要是做不到的话，能达到什么程度就达到什么程度，尽力就行。”  positive_prob: 0.255313  confidence: 0.432639  negative_prob: 0.744687  sentiment: 0.000000  
 原文:     男子沿着墙边仔细地环视着四周，忽然发现了放在架子托盘里的零件。他用手拿着一个零件，认真端详起来。那是某家公司定制的汽车零件样品。  positive_prob: 0.815428  confidence: 0.589841  negative_prob: 0.184571  sentiment: 2.000000  
 原文:     前岛指着架子托盘，做了个用手触摸的动作，然后两手在胸前摆了个叉形。男子见状，马上明白了他想要说的话。  positive_prob: 0.210745  confidence: 0.531677  negative_prob: 0.789255  sentiment: 0.000000  
 原文:     “对不起，太失礼啦，直接用手去摸金属制品是被禁止的，手上的盐分会导致零件生锈，是吧？”男子慌忙把手中的零件放回了原处。  positive_prob: 0.013673  confidence: 0.969615  negative_prob: 0.986327  sentiment: 0.000000  
 原文:     “怎么样？能请你们帮忙加工吗？”  positive_prob: 0.157068  confidence: 0.650960  negative_prob: 0.842932  sentiment: 0.000000  
 原文:     前岛指了指图纸上的几个部位，然后用拇指和食指在眼前比划出3厘米左右的距离。  positive_prob: 0.433929  confidence: 0.035713  negative_prob: 0.566071  sentiment: 0.000000  
