原文: 　　  positive_prob: 1.000000  confidence: 1.000000  negative_prob: 0.000000  sentiment: 1.000000   
 原文: 　　  positive_prob: 1.000000  confidence: 1.000000  negative_prob: 0.000000  sentiment: 1.000000   
 原文: 　　“你所说的奇怪地方是哪里？”  positive_prob: 0.108489  confidence: 0.758913  negative_prob: 0.891511  sentiment: 0.000000  
 原文: 　　当然我不可能告诉她是在野野口修的房里。  positive_prob: 0.147294  confidence: 0.672679  negative_prob: 0.852706  sentiment: 0.000000  
 原文: 　　“这个还不方便透露，对不起。”  positive_prob: 0.152491  confidence: 0.661131  negative_prob: 0.847509  sentiment: 0.000000  
 原文: 　　不过，她好像运用女性特有的直觉自行推理了起来。结果她露出“不会吧”的神情，接着说：“我想起替丈夫守灵的那个晚上，野野口先生问了我一个很奇怪的问题。”  positive_prob: 0.139812  confidence: 0.689307  negative_prob: 0.860188  sentiment: 0.000000  
 原文: 　　“什么问题？”  positive_prob: 0.185328  confidence: 0.588161  negative_prob: 0.814672  sentiment: 0.000000  
 原文: 　　“他问我录影带放在哪里？”  positive_prob: 0.259984  confidence: 0.422258  negative_prob: 0.740016  sentiment: 0.000000  
 原文: 　　“录影带？”  positive_prob: 0.348932  confidence: 0.224595  negative_prob: 0.651068  sentiment: 0.000000  
 原文: 　　“一开始我以为他问的是外子收集的电影影片，后来才知道不是这个，他说的好像是采访时所拍的带子。”  positive_prob: 0.385648  confidence: 0.143003  negative_prob: 0.614352  sentiment: 0.000000  
 原文: 　　“你先生采访的时候会用到录影机吗？”  positive_prob: 0.322842  confidence: 0.282574  negative_prob: 0.677158  sentiment: 0.000000  
 原文: 　　“嗯，特别是采访动态的事物，他一定会带录影机。”  positive_prob: 0.837362  confidence: 0.638581  negative_prob: 0.162638  sentiment: 2.000000  
 原文: 　　“你是说野野口问带子在哪里对吧？”  positive_prob: 0.088553  confidence: 0.803214  negative_prob: 0.911447  sentiment: 0.000000  
 原文: 　　“是的。”  positive_prob: 0.486108  confidence: 0.722167  negative_prob: 0.513892  sentiment: 1.000000  
 原文: 　　“那你怎么回答他？”  positive_prob: 0.092577  confidence: 0.794273  negative_prob: 0.907423  sentiment: 0.000000  
 原文: 　　“我说好像已经送去加拿大了。因为和工作有关的东西，全是外子负责打包的，所以我不太清楚。”  positive_prob: 0.369153  confidence: 0.179660  negative_prob: 0.630847  sentiment: 0.000000  
 原文: 　　“结果野野口怎么说？”  positive_prob: 0.059784  confidence: 0.867146  negative_prob: 0.940216  sentiment: 0.000000  
 原文: 　　“他说行李寄回时，请让他知道。他解释说，有一卷工作要用的带子寄放在日高那里。”  positive_prob: 0.139808  confidence: 0.689316  negative_prob: 0.860192  sentiment: 0.000000  
 原文: 　　“他没有说里面拍的是什么吗？”  positive_prob: 0.104634  confidence: 0.767479  negative_prob: 0.895366  sentiment: 0.000000  
 原文: 　　回答“是”之后，日高理惠试探地看着我说：“或许某人在里面也说不定。”  positive_prob: 0.089695  confidence: 0.800677  negative_prob: 0.910304  sentiment: 0.000000  
 原文: 　　某人？她是指日高初美吧？不过，我并未加以评论，只请她行李从加拿大寄回时能通知我们一声。  positive_prob: 0.264119  confidence: 0.413070  negative_prob: 0.735881  sentiment: 0.000000  
 原文: 　　“野野口还曾经和你讲过什么让你印象深刻的话吗？”说这句话时，我并没有多大的期待，只是形式性地问一下。  positive_prob: 0.103843  confidence: 0.769238  negative_prob: 0.896157  sentiment: 0.000000  
 原文: 　　没想到日高理惠稍微迟疑地回答：“老实讲，还有一件事。这是更早之前的事了，野野口先生曾提到初美小姐。”  positive_prob: 0.298589  confidence: 0.336469  negative_prob: 0.701411  sentiment: 0.000000  
 原文: 　　我有些惊讶：“他提到些什么？”  positive_prob: 0.364117  confidence: 0.190851  negative_prob: 0.635883  sentiment: 0.000000  
 原文: 　　“有关初美小姐死亡的那起意外。”  positive_prob: 0.522848  confidence: 0.543039  negative_prob: 0.477152  sentiment: 1.000000  
 原文: 　　“他怎么说？”  positive_prob: 0.239733  confidence: 0.467259  negative_prob: 0.760267  sentiment: 0.000000  
 原文: 　　日高理惠有片刻的犹豫，接着她好像下定了决心：“他不认为那是单纯的意外，野野口先生是这么说的。”  positive_prob: 0.466079  confidence: 0.321581  negative_prob: 0.533921  sentiment: 1.000000  
 原文: 　　这句证词引起我的关注，我拜托她再说清楚一点。  positive_prob: 0.149247  confidence: 0.668341  negative_prob: 0.850753  sentiment: 0.000000  
 原文: 　　“没有什么更清楚的，他就只有这样说而已。当时我先生刚好离开座位，很难得只剩我们两个独处，我已记不得他为何会提到这个，只是这句话让我一直忘不了。”  positive_prob: 0.402074  confidence: 0.106503  negative_prob: 0.597926  sentiment: 0.000000  
 原文: 　　这句话确实让人印象深刻。  positive_prob: 0.562752  confidence: 0.028338  negative_prob: 0.437248  sentiment: 2.000000  
 原文: 　　“如果不是意外，那又是什么？当时他说明了吗？”  positive_prob: 0.067548  confidence: 0.849894  negative_prob: 0.932452  sentiment: 0.000000  
 原文: 　　“嗯，这点我也问了，我问他那是什么意思。结果野野口先生好像话一说完就后悔了，他要我忘了刚刚他所讲的，也要我不要告诉日高。”  positive_prob: 0.092245  confidence: 0.795012  negative_prob: 0.907755  sentiment: 0.000000  
 原文: 　　“结果你怎么做？你有跟你先生说吗？”  positive_prob: 0.054262  confidence: 0.879418  negative_prob: 0.945738  sentiment: 0.000000  
 原文: 　　“没有，我没说。刚才我也提过，我们总是避谈初美的事，况且这种问题也不好随便问。”  positive_prob: 0.076680  confidence: 0.829601  negative_prob: 0.923320  sentiment: 0.000000  
 原文: 　　日高理惠那天的判断应该没错吧？  positive_prob: 0.288470  confidence: 0.358956  negative_prob: 0.711530  sentiment: 0.000000  
 原文: 　　为了保险起见，我们拿了相片给熟识日高初美的人确认。譬如经常在日高家出入的编辑或是住在附近的人，结果大家都说相片的主角确实是初美没错。  positive_prob: 0.504050  confidence: 0.918990  negative_prob: 0.495950  sentiment: 1.000000  
 原文: 　　问题来了，野野口修为何会有日高初美的照片？  positive_prob: 0.175654  confidence: 0.609658  negative_prob: 0.824346  sentiment: 0.000000  
 原文: 　　光凭这个还不足以做出任何的结论吧？把围裙放在野野口的房里、从他那里获得项链的礼物、曾经打算和他共赴冲绳的女子会是日高初美吗？那时她已是名作家日高邦彦的妻子，所以他们俩算是外遇了。野野口修与日高邦彦再度相遇是在七年前，而日高初美是在五年前去世的，他们俩确实有充分的时间可以培养感情。此外，在野野口修的房里找出的旅游申请表上，上面写的名字其中一人叫做野野口初子，会不会是初美的化名呢？  positive_prob: 0.091508  confidence: 0.796649  negative_prob: 0.908492  sentiment: 0.000000  
 原文: 　　这些或许是我个人的看法，不过我觉得它们绝对不可能和这次事件毫无瓜葛，而野野口修死都不肯透露的犯罪动机肯定也与这有关吧。  positive_prob: 0.013970  confidence: 0.968955  negative_prob: 0.986030  sentiment: 0.000000  
 原文: 　　我打心里认定，野野口修帮日高邦彦捉刀的事绝对没错，因为很多证据都指向这种情况。只是，为何他会甘于接受这样的待遇呢？这点我怎么都想不通。根据警方手边掌握的资料显示，野野口未曾从日高那边拿过什么好处。此外，从最近与编辑访谈的过程中，我也得知作家是不可能出售自己的作品的，比起钱，世人的肯定要重要得多。  positive_prob: 0.282283  confidence: 0.372704  negative_prob: 0.717717  sentiment: 0.000000  
 原文: 　　或许野野口有很大的把柄落在日高的手里？如果真是这样，那会是什么？  positive_prob: 0.072529  confidence: 0.838825  negative_prob: 0.927471  sentiment: 0.000000  
 原文: 　　这时我不得不想到他与日高初美的关系。当然，因为这样就推论日高邦彦发现了奸情，以默许为条件，要胁野野口修帮自己代写作品，未免太过牵强。毕竟，初美死后野野口依然持续提供日高作品，这要作何解释？  positive_prob: 0.540888  confidence: 0.182248  negative_prob: 0.459112  sentiment: 1.000000  
 原文: 　　不管怎样，有必要查明野野口修与这两人的关系。可惜的是他俩都已过世，没办法当面问个清楚。  positive_prob: 0.188406  confidence: 0.581321  negative_prob: 0.811594  sentiment: 0.000000  
 原文: 　　正当我这么想的时候，日高理惠的话突然窜入脑海。她说野野口修认为初美的死并非单纯的意外。他说这句话是安着什么心？如果不是意外的话，又会是什么？  positive_prob: 0.117296  confidence: 0.739343  negative_prob: 0.882704  sentiment: 0.000000  
 原文: 　　我着手调查那起交通事故。档案资料显示，日高初美死于五年前的三月，深夜十一时左右，在前往便利商店购物的途中惨遭卡车辗毙。事故现场刚好是弯道，视线不良，再加上当时又下着雨，而她打算穿越马路的地方，并未画上斑马线。  positive_prob: 0.948444  confidence: 0.885431  negative_prob: 0.051556  sentiment: 2.000000  
 原文: 　　警方最后得到的结论是，这起意外肇因于卡车司机的疏忽。对于一边是车子、一边是行人的交通事故而言，是非常合理的判决。不过，根据记录显示，司机本身好像并不承认那是自己的过失，他坚持是日高初美自己突然从马路上冲出来。如果这是真的，找不到现场目击者的驾驶可算是倒霉了。不过，这份供词是不足采信的，因为处理交通事故的警察都知道，几乎所有撞死人的驾驶一开始都会推说是行人的错。  positive_prob: 0.662362  confidence: 0.249694  negative_prob: 0.337638  sentiment: 2.000000  
 原文: 　　不过，我试着站在假设的角度去想，如果那名司机的说法是正确的，如果真如野野口修所言并非单纯的事故，那只剩下两种可能：自杀或是他杀。  positive_prob: 0.083483  confidence: 0.814481  negative_prob: 0.916517  sentiment: 0.000000  
 原文: 　　如果是他杀的话，表示有人把她推了出去，真要是这样，犯人必定也会出现在现场。而且要等卡车到面前了，再把人推出去，然而若是这样，司机没看到凶手就奇怪了。所以唯一的可能就是自杀，也就是说野野口修不认为日高初美的死是出于意外，他认为她是自杀死的。  positive_prob: 0.011628  confidence: 0.974159  negative_prob: 0.988371  sentiment: 0.000000  
 原文: 　　为何他会这么认为呢？难道掌握了什么确实的证据？譬如说寄到他家的遗书什么的。  positive_prob: 0.137872  confidence: 0.693617  negative_prob: 0.862128  sentiment: 0.000000  
 原文: 　　野野口修应该知道日高初美自杀的动机吧？而那个动机是不是和他们的恋情有关？  positive_prob: 0.100644  confidence: 0.776346  negative_prob: 0.899356  sentiment: 0.000000  
 原文: 　　我心想，她的不贞最终还是教丈夫发现了，为了不想承受被抛弃的命运，她悲观地选择了死亡？如果真是这样，那她和野野口之间只能算是玩玩而已。  positive_prob: 0.034570  confidence: 0.923179  negative_prob: 0.965430  sentiment: 0.000000  
 原文: 　　看来，无论如何都必须针对日高初美进行调查。得到上级的批准后，我和牧村刑警连袂拜访她生前的娘家。  positive_prob: 0.670194  confidence: 0.267098  negative_prob: 0.329806  sentiment: 2.000000  
 原文: 　　看来，无论如何都必须针对日高初美进行调查。得到上级的批准后，我和牧村刑警连袂拜访她生前的娘家。  positive_prob: 0.670194  confidence: 0.267098  negative_prob: 0.329806  sentiment: 2.000000  
 原文: 　　筱田家位于横滨的金泽区，是一栋座落于高地上，院落扶疏的雅致日式建筑。  positive_prob: 0.945019  confidence: 0.877821  negative_prob: 0.054981  sentiment: 2.000000  
 原文: 　　初美的双亲都还建在，不过这天她父亲好像有事外出了，只剩母亲筱田弓江招待我们，她是一位娇小、气质高雅的妇人。  positive_prob: 0.957324  confidence: 0.905165  negative_prob: 0.042676  sentiment: 2.000000  
 原文: 　　对于我们的造访，她好像并不惊讶。得知日高邦彦被杀的消息后，她就有预感警察迟早会找上门来，反倒是我们这么晚才来，让她颇为意外。  positive_prob: 0.545928  confidence: 0.081443  negative_prob: 0.454072  sentiment: 1.000000  
 原文: 　　“从事那种工作的人，性情难免有些古怪。特别是工作遇到瓶颈的时候，他就会发神经，初美是这样抱怨过。不过，平常没事的时候，他倒是个体贴的好丈夫。”  positive_prob: 0.806206  confidence: 0.569346  negative_prob: 0.193794  sentiment: 2.000000  
 原文: 　　这是丈母娘对日高邦彦的评语。她说的是真话？还是台面话？我无法判定。对于上了年纪的人，特别是女人，我总是读不出她们的真正想法。  positive_prob: 0.065794  confidence: 0.853792  negative_prob: 0.934206  sentiment: 0.000000  
 原文: 　　据她说，筱田初美和日高邦彦是在两人工作的小广告公司认识的。我们这边也已经确认过，日高大概在那家公司待了两年。  positive_prob: 0.571429  confidence: 0.047620  negative_prob: 0.428571  sentiment: 2.000000  
 原文: 　　交往中，日高转往出版社工作，不久两人就结婚了。很快的，他荣获新人奖，成为真正的作家。  positive_prob: 0.877491  confidence: 0.727757  negative_prob: 0.122509  sentiment: 2.000000  
 原文: 　　“开始我家那口子也在担心，把初美交给一个常换工作的人，不知好还是不好。不过老天保佑，那孩子好像不曾为钱伤过脑筋。后来邦彦成了畅销作家，我们正高兴再也不用操心了，没想到初美却发生了那样的事……人死了就什么都完了。”  positive_prob: 0.898760  confidence: 0.775022  negative_prob: 0.101240  sentiment: 2.000000  
 原文: 　　筱田弓江的眼睛显得有些湿润，不过她强忍泪水，没在我们面前哭出来。经过五年，她似乎比较能够控制自己的情绪了。  positive_prob: 0.828146  confidence: 0.618103  negative_prob: 0.171854  sentiment: 2.000000  
 原文: 　　“听说她是去买东西的途中发生了意外？”我不经意地问起事故发生的细节。  positive_prob: 0.382908  confidence: 0.149093  negative_prob: 0.617092  sentiment: 0.000000  
 原文: 　　“嗯，事后邦彦告诉我，那天她打算做三明治当宵夜，却发现吐司没了，才出门去买。”  positive_prob: 0.155811  confidence: 0.653754  negative_prob: 0.844189  sentiment: 0.000000  
 原文: 　　“我听说卡车司机一直坚持是初美小姐自己冲出来的。”  positive_prob: 0.680320  confidence: 0.289600  negative_prob: 0.319680  sentiment: 2.000000  
 原文: 　　“好像是这样。不过，初美从来就不是那么毛躁的孩子。只是当晚视线不良，她又横越连斑马线都没有的道路，难免会有疏忽，我想她那时可能比较心急吧。”  positive_prob: 0.150865  confidence: 0.664744  negative_prob: 0.849135  sentiment: 0.000000  
 原文: 　　“那时候他们夫妻的感情怎样？”  positive_prob: 0.460210  confidence: 0.204210  negative_prob: 0.539790  sentiment: 1.000000  
 原文: 　　我的问题让筱田弓江显得有些意外。  positive_prob: 0.572556  confidence: 0.050124  negative_prob: 0.427444  sentiment: 2.000000  
 原文: 　　“没有特别不好啊，这有什么关系？”  positive_prob: 0.090551  confidence: 0.798775  negative_prob: 0.909449  sentiment: 0.000000  
 原文: 　　“不，我没特别的意思。只是出车祸的人很多都是因为有心事，想着想着才会发生了意外，我在想会不会有这样的情况。”我试着自圆其说。  positive_prob: 0.248977  confidence: 0.446717  negative_prob: 0.751023  sentiment: 0.000000  
 原文: 　　“这样啊？不过就我所知，他们的感情真的很好。只是邦彦忙着工作的时候，初美有时会觉得有点寂寞。”  positive_prob: 0.942548  confidence: 0.872330  negative_prob: 0.057452  sentiment: 2.000000  
 原文: 　　“是吗？”  positive_prob: 0.243616  confidence: 0.458630  negative_prob: 0.756384  sentiment: 0.000000  
 原文: 　　我在想，这个“有点寂寞”会不会就是问题所在，不过我当场没讲出来。  positive_prob: 0.434244  confidence: 0.035013  negative_prob: 0.565756  sentiment: 0.000000  
 原文: 　　“意外发生之前，您和初美小姐常见面吗？”  positive_prob: 0.468260  confidence: 0.365196  negative_prob: 0.531740  sentiment: 1.000000  
 原文: 　　“不，就算邦彦的工作有空档，他们也很少回来，通常都是打电话来问候。”  positive_prob: 0.068997  confidence: 0.846674  negative_prob: 0.931003  sentiment: 0.000000  
 原文: 　　“光就声音听来，您没察觉什么不对劲吧？”  positive_prob: 0.120240  confidence: 0.732800  negative_prob: 0.879760  sentiment: 0.000000  
 原文: 　　“嗯。”        positive_prob: 0.483385  confidence: 0.667708  negative_prob: 0.516615  sentiment: 1.000000  
 原文: 　　初美的母亲点了点头，不过看她的表情，好像不懂为何警察要问五年前的事。她不放心地问道：“邦彦被杀的事情和初美有关吗？”  positive_prob: 0.093370  confidence: 0.792512  negative_prob: 0.906630  sentiment: 0.000000  
 原文: 　　“应该没关系吧，”我回答。我跟她解释，从事警察这行，凡是见到跟案情有关的人都要一一调查，否则就会觉得不舒服，即使是过世的人也一样。初美的母亲好像稍微了解，但又持保留的态度。  positive_prob: 0.082437  confidence: 0.816806  negative_prob: 0.917563  sentiment: 0.000000  
 原文: 　　“您有没有听初美提过野野口修的事？”我触及问题的核心。  positive_prob: 0.227585  confidence: 0.494255  negative_prob: 0.772415  sentiment: 0.000000  
 原文: 　　“我是有听说这个人在她家里进出，说是邦彦的儿时玩伴，想要成为作家。”  positive_prob: 0.617558  confidence: 0.150129  negative_prob: 0.382442  sentiment: 2.000000  
 原文: 　　“她还说了些什么？”  positive_prob: 0.254127  confidence: 0.435273  negative_prob: 0.745873  sentiment: 0.000000  
 原文: 　　“呀，这已经很久了，我不太记得了，不过她不常提起这个人。”  positive_prob: 0.469594  confidence: 0.391889  negative_prob: 0.530406  sentiment: 1.000000  
 原文: 　　那是当然，哪有人会和母亲谈论自己的外遇对象？  positive_prob: 0.479501  confidence: 0.590014  negative_prob: 0.520499  sentiment: 1.000000  
 原文: 　　“我听说初美小姐的遗物几乎都放在这里，可否让我们看一下？”听我这么一说，初美的母亲果然露出疑惑的神情。  positive_prob: 0.807412  confidence: 0.572028  negative_prob: 0.192588  sentiment: 2.000000  
 原文: 　　“虽说是遗物，不过里面没什么重要的东西。”  positive_prob: 0.333818  confidence: 0.258182  negative_prob: 0.666182  sentiment: 0.000000  
 原文: 　　“什么都行，我们只是要彻底检查是否有和日高邦彦或嫌犯相关的物品。”  positive_prob: 0.206361  confidence: 0.541421  negative_prob: 0.793639  sentiment: 0.000000  
 原文: 　　“就算你这么说……”  positive_prob: 0.184882  confidence: 0.589152  negative_prob: 0.815118  sentiment: 0.000000  
 原文: 　　“譬如说她有没有写日记的习惯？”  positive_prob: 0.268905  confidence: 0.402432  negative_prob: 0.731095  sentiment: 0.000000  
 原文: 　　“没有那种东西。”  positive_prob: 0.267244  confidence: 0.406125  negative_prob: 0.732756  sentiment: 0.000000  
 原文: 　　“相簿呢？”  positive_prob: 0.393551  confidence: 0.125442  negative_prob: 0.606449  sentiment: 0.000000  
 原文: 　　“那就有。”  positive_prob: 0.409258  confidence: 0.090537  negative_prob: 0.590742  sentiment: 0.000000  
 原文: 　　“可不可以借我们一看？”  positive_prob: 0.317801  confidence: 0.293775  negative_prob: 0.682199  sentiment: 0.000000  
 原文: 　　“那里面全是邦彦和初美的照片。”  positive_prob: 0.575933  confidence: 0.057630  negative_prob: 0.424067  sentiment: 2.000000  
 原文: 　　“没关系，有没有参考价值由我们自行判断。”  positive_prob: 0.256705  confidence: 0.429545  negative_prob: 0.743295  sentiment: 0.000000  
 原文: 　　她一定觉得这个刑警讲的话真是奇怪，如果我能告诉她初美和野野口修可能有关系就好了，不过上级并未允许我这么做。  positive_prob: 0.263569  confidence: 0.414291  negative_prob: 0.736431  sentiment: 0.000000  
 原文: 　　虽然一头雾水，初美的母亲还是进入房里，拿了相簿出来。虽说是相簿，却不是衬着硬皮、豪华漂亮的那种，只是贴着照片的几本薄册子，一起收放在盒子里。  positive_prob: 0.871535  confidence: 0.714522  negative_prob: 0.128465  sentiment: 2.000000  
 原文: 　　我和牧村刑警一本一本地翻开着，照片里的女性确实和在野野口房里找出的照片主角是同一人。  positive_prob: 0.312412  confidence: 0.305752  negative_prob: 0.687588  sentiment: 0.000000  
 原文: 　　大部分的照片都有标上日期，所以要在其中找出她和野野口修有交集的部分并不困难。我飞快地翻看，想要发现任何能暗示日高初美与野野口关系的证据。  positive_prob: 0.058134  confidence: 0.870812  negative_prob: 0.941866  sentiment: 0.000000  
 原文: 　　终于，牧村刑警发现了一张照片，他默默地指给我看，我马上明白他为什么会特别注意它。  positive_prob: 0.627532  confidence: 0.172293  negative_prob: 0.372468  sentiment: 2.000000  
 原文: 　　我拜托筱田弓江暂时把相本借给我们，她虽然很讶异但还是答应了。  positive_prob: 0.202193  confidence: 0.550681  negative_prob: 0.797807  sentiment: 0.000000  
 原文: 　　“初美还有留下什么遗物吗？”  positive_prob: 0.413439  confidence: 0.081247  negative_prob: 0.586561  sentiment: 0.000000  
 原文: 　　“剩下的就是衣服，还有饰品、皮包之类的小东西。邦彦已经再婚了，这些还留在身边也不太好。”  positive_prob: 0.275376  confidence: 0.388052  negative_prob: 0.724624  sentiment: 0.000000  
 原文: 　　“有没有书信？譬如说信纸或明信片什么的？”  positive_prob: 0.281345  confidence: 0.374788  negative_prob: 0.718655  sentiment: 0.000000  
 原文: 　　“那种东西应该没有，不过我再仔细找找看好了。”  positive_prob: 0.242517  confidence: 0.461072  negative_prob: 0.757482  sentiment: 0.000000  
 原文: 　　“那录影带呢？大约像录音带那样的大小？”  positive_prob: 0.271907  confidence: 0.395762  negative_prob: 0.728093  sentiment: 0.000000  
 原文: 　　从日高理惠处得知，日高邦彦采访用的录影机是手提的V8。  positive_prob: 0.611491  confidence: 0.136647  negative_prob: 0.388509  sentiment: 2.000000  
 原文: 　　“嗯，应该也没有吧。”  positive_prob: 0.291677  confidence: 0.351829  negative_prob: 0.708323  sentiment: 0.000000  
 原文: 　　“那可否请你告诉我们初美生前和哪些人的感情比较好？”  positive_prob: 0.478607  confidence: 0.572143  negative_prob: 0.521393  sentiment: 1.000000  
 原文: 　　“初美嘛……”  positive_prob: 0.579282  confidence: 0.065071  negative_prob: 0.420718  sentiment: 2.000000  
 原文: 　　她好像一时也想不起来，结果她说了声“失陪一下”，再度进到房内，出来时手上已经拿了一本薄薄的册子。  positive_prob: 0.173489  confidence: 0.614469  negative_prob: 0.826511  sentiment: 0.000000  
 原文: 　　“这是我们家的电话簿，里面有一、两个初美的好朋友。”  positive_prob: 0.782487  confidence: 0.516639  negative_prob: 0.217513  sentiment: 2.000000  
 原文: 　　于是她从电话簿里挑出三个名字，其中两个是初美学生时代的朋友，另一个则是广告公司的同事。三人皆是女性，我们把她们的姓名以及联络住址全抄了下来。  positive_prob: 0.642548  confidence: 0.205662  negative_prob: 0.357452  sentiment: 2.000000  
 原文: 　　我们马上针对这三名友人展开访谈。学生时代的两位朋友好像自日高初美结婚以来，就很少联络了。不过曾在同一家公司待过的长野静子，据说在初美发生意外的几天前，还跟她通过电话，足以证明俩人的感情不错。以下是长野静子的证词：  positive_prob: 0.984294  confidence: 0.965098  negative_prob: 0.015706  sentiment: 2.000000  
 原文: 　　我们马上针对这三名友人展开访谈。学生时代的两位朋友好像自日高初美结婚以来，就很少联络了。不过曾在同一家公司待过的长野静子，据说在初美发生意外的几天前，还跟她通过电话，足以证明俩人的感情不错。以下是长野静子的证词：  positive_prob: 0.984294  confidence: 0.965098  negative_prob: 0.015706  sentiment: 2.000000  
 原文: 　　“我想初美一开始并不怎么在意日高先生，不过在日高先生强烈的攻势下，初美总算动了心。日高那个人在工作的时候比较强势，而初美则比较内敛，不太表达自己的情感。         positive_prob: 0.922927  confidence: 0.828727  negative_prob: 0.077073  sentiment: 2.000000  
 原文: 　　当日高向她求婚的时候，她也曾犹豫过，不过后来好像被日高先生说服了。可是，她并没有后悔结婚，婚后看来十分幸福。只不过，日高成为作家后，她的生活型态似乎改变不少，所以她总显得有点疲倦。我很少听她抱怨日高。  positive_prob: 0.942915  confidence: 0.873145  negative_prob: 0.057085  sentiment: 2.000000  
 原文: 　　意外发生之前吗？也没什么特别的事，我只是想听听她的声音，所以就打电话给她了。  positive_prob: 0.207725  confidence: 0.538388  negative_prob: 0.792274  sentiment: 0.000000  
 原文: 　　她和平常没什么两样，谈话的细节我已经记不得了，大概是购物或聚餐之类的事吧。电话里讲的不都是这些？听到她发生意外，我简直吓呆了，眼泪都流不出来。从守灵到葬礼结束，我都在旁边帮忙。日高吗？像他那样的男人是不会在别人面前失态的，不过我看得出来他非常落寞。自那之后已经过了五年，但感觉就好像昨天才刚发生一样。你说谁？野野口修？就是那个犯人吗？他有没有来参加葬礼？我不记得了，因为当时吊唁的宾客实在太多了。话说回来，刑警先生，你们为何还要调查初美的事，难道那跟案情有关吗？”  positive_prob: 0.014685  confidence: 0.967367  negative_prob: 0.985315  sentiment: 0.000000  
 原文: 　　她和平常没什么两样，谈话的细节我已经记不得了，大概是购物或聚餐之类的事吧。电话里讲的不都是这些？听到她发生意外，我简直吓呆了，眼泪都流不出来。从守灵到葬礼结束，我都在旁边帮忙。日高吗？像他那样的男人是不会在别人面前失态的，不过我看得出来他非常落寞。自那之后已经过了五年，但感觉就好像昨天才刚发生一样。你说谁？野野口修？就是那个犯人吗？他有没有来参加葬礼？我不记得了，因为当时吊唁的宾客实在太多了。话说回来，刑警先生，你们为何还要调查初美的事，难道那跟案情有关吗？”  positive_prob: 0.014685  confidence: 0.967367  negative_prob: 0.985315  sentiment: 0.000000  
 原文: 　　拜访日高初美的娘家后又过了两天，我和牧村刑警再度前往野野口修住的那家医院。  positive_prob: 0.273555  confidence: 0.392100  negative_prob: 0.726445  sentiment: 0.000000  
 原文: 　　按照惯例，我们先找主治医生谈谈。  positive_prob: 0.669788  confidence: 0.266196  negative_prob: 0.330212  sentiment: 2.000000  
 原文: 　　医生颇为苦恼，说手术都已经安排好了，但病人本身好像缺乏手术意愿。野野口的说法是，他很清楚动手术对病情没多少帮助，既然如此，就让他多活一天算一天好了。  positive_prob: 0.053153  confidence: 0.881882  negative_prob: 0.946847  sentiment: 0.000000  
 原文: 　　“有可能因为动手术而缩短他的寿命吗？”我向王治医生问道。  positive_prob: 0.381409  confidence: 0.152425  negative_prob: 0.618591  sentiment: 0.000000  
 原文: 　　医生回答“这种事也不是毫无可能”。不过，他觉得动手术有一定的价值，值得赌一赌。  positive_prob: 0.149799  confidence: 0.667114  negative_prob: 0.850201  sentiment: 0.000000  
 原文: 　　我把这些话放在心里，和牧村进入野野口的病房。野野口坐起上半身，正读着文库本书籍【注：文库本书籍一九二七年于日本推出，为携带方便（小开本）、廉价的单行本，至今仍深受读者喜爱。】他身体虽然很瘦，但脸色不差。  positive_prob: 0.860532  confidence: 0.690072  negative_prob: 0.139468  sentiment: 2.000000  
 原文: 　　“好几天没见了，我正想发生了什么事？”他的语气一如往常，不过一听声音就知道中气不足。  positive_prob: 0.215081  confidence: 0.522042  negative_prob: 0.784919  sentiment: 0.000000  
 原文: 　　“我又找出一个问题来问你了。”  positive_prob: 0.275113  confidence: 0.388637  negative_prob: 0.724887  sentiment: 0.000000  
 原文: 　　野野口修做出深受打击的表情：“又来了。没想到你是打不死的金刚，或者只要是刑警，全都是这副德性？”  positive_prob: 0.035372  confidence: 0.921396  negative_prob: 0.964628  sentiment: 0.000000  
 原文: 　　我不理会他的讥讽，把带来的照片递到他的面前。不用多说，是那张夹在《广辞苑》里的日高初美的独照。  positive_prob: 0.733714  confidence: 0.408253  negative_prob: 0.266286  sentiment: 2.000000  
 原文: 　　“这张照片是在你的屋里找到的。”  positive_prob: 0.472934  confidence: 0.458672  negative_prob: 0.527066  sentiment: 1.000000  
 原文: 　　野野口修的表情瞬间僵住，呈现诡异的扭曲，看得出来他的呼吸紊乱而急促。  positive_prob: 0.147195  confidence: 0.672900  negative_prob: 0.852805  sentiment: 0.000000  
 原文: 　　“然后呢？”他问。光讲这句话就教他费了九牛二虎之力。  positive_prob: 0.284225  confidence: 0.368388  negative_prob: 0.715775  sentiment: 0.000000  
 原文: 　　“你可不可说明一下，为什么你会有日高邦彦的前妻，也就是初美小姐的照片？而且还好生收藏着？”  positive_prob: 0.169095  confidence: 0.624233  negative_prob: 0.830905  sentiment: 0.000000  
 原文: 　　野野口修不看我，调头转向窗外。我凝视着他的侧脸，他仿佛正努力思索着什么，连我们都感受到了。  positive_prob: 0.694391  confidence: 0.320868  negative_prob: 0.305609  sentiment: 2.000000  
 原文: 　　“就算我有初美的照片，那又怎样？这和这次的案件根本没有关系，不是吗？”他好不容易挤出这句话，依然将目光锁定在窗外。  positive_prob: 0.069014  confidence: 0.846636  negative_prob: 0.930986  sentiment: 0.000000  
